Name,Team,Number,Year
Darrell Griffith,UTA,35,1983
Phil Hubbard,CLE,35,1983
Larry Kenon,GSW,35,1983
Guy Morgan,IND,35,1983
Mike Sanders,SAS,35,1983
Larry Spriggs,CHI,35,1983
Dave Cowens,MIL,36,1983
,,37,1983
,,38,1983
,,39,1983
Dave Batton,WSB,40,1983
Dave Corzine,CHI,40,1983
James Donaldson,SEA,40,1983
Terry Duerod,GSW,40,1983
James Edwards,CLE,40,1983
Bill Laimbeer,DET,40,1983
Rudy Macklin,ATL,40,1983
Mike McGee,LAL,40,1983
Kurt Nimphius,DAL,40,1983
Russ Schoene,IND,40,1983
David Thirdkill,PHO,40,1983
Marvin Webster,NYK,40,1983
Steve Hayes,CLE,41,1983
Sam Pellom,MIL,41,1983
Derek Smith,GSW,41,1983
LaSalle Thompson,KCK,41,1983
Terry Tyler,DET,41,1983
Greg Ballard,WSB,42,1983
Harvey Catchings,MIL,42,1983
Wayne Cooper,POR,42,1983
Pat Cummings,DAL,42,1983
Mike Gminski,NJN,42,1983
Scott Hastings,NYK,42,1983
Edgar Jones,SAS,42,1983
Wally Walker,HOU,42,1983
Mike Woodson,KCK,42,1983
James Worthy,LAL,42,1983
Gerald Henderson,BOS,43,1983
Mickey Johnson,NJN,43,1983
James Ray,DEN,43,1983
Jeff Ruland,WSB,43,1983
Jack Sikma,SEA,43,1983
Mychal Thompson,POR,43,1983
Danny Ainge,BOS,44,1983
Jeff Cook,CLE,44,1983
Quintin Dailey,CHI,44,1983
John Duren,IND,44,1983
Len Elmore,NJN,44,1983
George Gervin,SAS,44,1983
Scott Hastings,ATL,44,1983
Elvin Hayes,HOU,44,1983
Dan Issel,DEN,44,1983
Rich Kelley,UTA,44,1983
Scott Lloyd,DAL,44,1983
Rick Mahorn,WSB,44,1983
Hank McDowell,GSW,44,1983
Paul Mokeski,CLE,44,1983
Tom Owens,DET,44,1983
David Thompson,SEA,44,1983
Paul Westphal,NYK,44,1983
Jeff Cook,PHO,45,1983
Clemon Johnson,PHI,45,1983
Paul Mokeski,MIL,45,1983
Purvis Short,GSW,45,1983
Jeff Wilkins,UTA,45,1983
,,46,1983
,,47,1983
,,48,1983
,,49,1983
Geoff Crompton,SAS,50,1983
Joel Kramer,PHO,50,1983
Steve Lingenfelter,WSB,50,1983
Joe Meriweather,KCK,50,1983
Steve Mix,MIL,50,1983
Ben Poquette,UTA,50,1983
Reggie King,KCK,51,1983
Eddie Phillips,NJN,51,1983
Brad Branson,IND,52,1983
George Johnson,ATL,52,1983
Sam Lacey,CLE,52,1983
Chuck Nevitt,HOU,52,1983
Mark Olberding,CHI,52,1983
Darren Tillis,BOS,52,1983
Jamaal Wilkes,LAL,52,1983
Buck Williams,NJN,52,1983
Darryl Dawkins,NJN,53,1983
Mark Eaton,UTA,53,1983
James Edwards,PHO,53,1983
Artis Gilmore,SAS,53,1983
Rich Kelley,DEN,53,1983
Cliff Levingston,DET,53,1983
Alton Lister,MIL,53,1983
Rick Robey,BOS,53,1983
Kent Benson,DET,54,1983
Mark Landsberger,LAL,54,1983
Tom McMillen,ATL,54,1983
Chris Engler,GSW,55,1983
Albert King,NJN,55,1983
Louis Orr,NYK,55,1983
Kiki Vandeweghe,DEN,55,1983
,,56,1983
,,57,1983
,,58,1983
,,59,1983
,,60,1983
,,61,1983
,,62,1983
,,63,1983
,,64,1983
,,65,1983
,,66,1983
,,67,1983
,,68,1983
,,69,1983
,,70,1983
,,71,1983
,,72,1983
,,73,1983
,,74,1983
,,75,1983
,,76,1983
,,77,1983
,,78,1983
,,79,1983
,,80,1983
,,81,1983
,,82,1983
,,83,1983
,,84,1983
,,85,1983
,,86,1983
,,87,1983
,,88,1983
,,89,1983
,,90,1983
,,91,1983
,,92,1983
,,93,1983
,,94,1983
,,95,1983
,,96,1983
,,97,1983
,,98,1983
,,99,1983
Orlando Woolridge,CHI,0,1984
Phil Ford,HOU,1,1984
Wes Matthews,PHI,1,1984
Billy McKinney,SDC,1,1984
Foots Walker,NJN,1,1984
Gus Williams,SEA,1,1984
James Bailey,HOU,2,1984
Junior Bridgeman,MIL,2,1984
Joe Barry,GSW,2,1984
Alex English,DEN,2,1984
Moses Malone,PHI,2,1984
Rory Sparrow,NYK,2,1984
Dane Suttle,KCK,2,1984
Michael Wilson,WSB,2,1984
Craig Ehlo,HOU,3,1984
Dennis Johnson,BOS,3,1984
Eddie Johnson,ATL,3,1984
Jeff Lamp,POR,3,1984
Ennis Whatley,CHI,3,1984
Adrian Dantley,UTA,4,1984
Kyle Macy,PHO,4,1984
Sidney Moncrief,MIL,4,1984
Jim Paxson,POR,4,1984
John Paxson,SAS,4,1984
Clint Richardson,PHI,4,1984
Byron Scott,LAL,4,1984
Darrell Walker,NYK,4,1984
Al Wood,SEA,4,1984
John Bagley,CLE,5,1984
Mike Evans,DEN,5,1984
Eddie Jordan,POR,5,1984
Billy Paultz,ATL,5,1984
Lorenzo Romar,MIL,5,1984
Walter Davis,PHO,6,1984
Julius Erving,PHI,6,1984
Jim Thomas,IND,6,1984
Trent Tucker,NYK,6,1984
Tiny Archibald,MIL,7,1984
Michael Brooks,SDC,7,1984
Tracy Jackson,IND,7,1984
Bruce Kuczenski,IND,7,1984
Mike Sanders,PHO,7,1984
Kelly Tripucka,DET,7,1984
Rory White,PHO,7,1984
Marc Iavaroni,PHI,8,1984
Eddie Johnson,KCK,8,1984
Marques Johnson,MIL,8,1984
Hank McDowell,SDC,8,1984
Rick Robey,PHO,8,1984
Lonnie Shelton,CLE,8,1984
Lionel Hollins,DET,9,1984
Kevin Loder,SDC,9,1984
Sedale Threatt,PHI,9,1984
Linton Townes,SDC,9,1984
Otis Birdsong,NJN,10,1984
Ron Brewer,SAS,10,1984
Don Buse,KCK,10,1984
Maurice Cheeks,PHI,10,1984
Mike Dunleavy,MIL,10,1984
Keith Edmonson,SAS,10,1984
Rod Foster,PHO,10,1984
Stewart Granger,CLE,10,1984
Steve Hawes,SEA,10,1984
Norm Nixon,SDC,10,1984
Rory White,MIL,10,1984
Randy Wittman,ATL,10,1984
J.J. Anderson,UTA,11,1984
Johnny High,PHO,11,1984
Major Jones,HOU,11,1984
Mark Jones,NJN,11,1984
Bob McAdoo,LAL,11,1984
Leo Rautins,PHI,11,1984
Fred Roberts,SAS,11,1984
Cliff Robinson,CLE,11,1984
Brook Steppe,IND,11,1984
Isiah Thomas,DET,11,1984
Butch Carter,IND,12,1984
Darwin Cook,NJN,12,1984
Derek Harper,DAL,12,1984
Ronnie Lester,CHI,12,1984
Fat Lever,POR,12,1984
Rory White,SDC,12,1984
Kevin Williams,SAS,12,1984
Larry Smith,GSW,13,1984
Bryan Warrick,WSB,13,1984
Ray Williams,NYK,13,1984
Charlie Criss,ATL,14,1984
Franklin Edwards,PHI,14,1984
Dale Ellis,DAL,14,1984
Rickey Green,UTA,14,1984
Kelvin Ransey,NJN,14,1984
Alvin Scott,PHO,14,1984
Jerry Sichting,IND,14,1984
Ricky Sobers,WSB,14,1984
Darnell Valentine,POR,14,1984
Lester Conner,GSW,15,1984
Charlie Criss,MIL,15,1984
Brad Davis,DAL,15,1984
Frank Johnson,WSB,15,1984
Vinnie Johnson,DET,15,1984
Eddie Jordan,LAL,15,1984
John Lucas,SAS,15,1984
Mitchell Wiggins,CHI,15,1984
Johnny Davis,ATL,16,1984
Bob Lanier,MIL,16,1984
Ron Brewer,GSW,17,1984
Don Collins,GSW,18,1984
Ernie Grunfeld,NYK,18,1984
Lorenzo Romar,GSW,18,1984
Derek Smith,SDC,18,1984
,,19,1984
Gene Banks,SAS,20,1984
Bill Garnett,DAL,20,1984
Bob Hansen,UTA,20,1984
Geoff Huston,CLE,20,1984
Greg Kelser,SDC,20,1984
Maurice Lucas,PHO,20,1984
Pace Mannion,GSW,20,1984
Ed Nealy,KCK,20,1984
Micheal Ray,NJN,20,1984
Jon Sundvold,SEA,20,1984
Terry Teagle,HOU,20,1984
Scott Wedman,BOS,20,1984
Michael Cooper,LAL,21,1984
Sleepy Floyd,GSW,21,1984
World B.,CLE,21,1984
Sidney Green,CHI,21,1984
Scooter McCray,SEA,21,1984
Kevin McKenna,IND,21,1984
Roger Phegley,SAS,21,1984
Truck Robinson,NYK,21,1984
Dominique Wilkins,ATL,21,1984
Rob Williams,DEN,21,1984
Rolando Blackman,DAL,22,1984
John Drew,UTA,22,1984
Larry Drew,KCK,22,1984
Clyde Drexler,POR,22,1984
Rod Higgins,CHI,22,1984
Hutch Jones,SDC,22,1984
Rodney McCray,HOU,22,1984
Larry Nance,PHO,22,1984
David Thirdkill,DET,22,1984
Darren Tillis,GSW,22,1984
Andrew Toney,PHI,22,1984
Linton Townes,MIL,22,1984
Mike Bratz,GSW,23,1984
Earl Cureton,DET,23,1984
Charles Davis,WSB,23,1984
T.R. Dunn,DEN,23,1984
Charles Jones,PHI,23,1984
Bruce Kuczenski,PHI,23,1984
Danny Vranes,SEA,23,1984
Mark Aguirre,DAL,24,1984
Tom Chambers,SEA,24,1984
Bill Hanzlik,DEN,24,1984
Armond Hill,ATL,24,1984
Craig Hodges,SDC,24,1984
George Johnson,IND,24,1984
Bobby Jones,PHI,24,1984
Jeff Malone,WSB,24,1984
Audie Norris,POR,24,1984
Reggie Theus,KCK,24,1984
Ray Tolbert,DET,24,1984
Bill Cartwright,NYK,25,1984
Darren Daye,WSB,25,1984
Billy Knight,KCK,25,1984
Mitch Kupchak,LAL,25,1984
Steve Lingenfelter,SAS,25,1984
John Long,DET,25,1984
Ricky Pierce,SDC,25,1984
Paul Pressey,MIL,25,1984
Doc Rivers,ATL,25,1984
Dave Robisch,SAS,25,1984
Brant Weidner,SAS,25,1984
,,26,1984
Caldwell Jones,HOU,27,1984
Quinn Buckner,BOS,28,1984
,,29,1984
Charles Bradley,SEA,30,1984
M.L. Carr,BOS,30,1984
Mike Gibson,WSB,30,1984
Bernard King,NYK,30,1984
Allen Leavell,HOU,30,1984
Kevin Loder,KCK,30,1984
Anthony Roberts,DEN,30,1984
Tree Rollins,ATL,30,1984
Rickey Brown,ATL,31,1984
Jerry Eaves,UTA,31,1984
Joe Kopicki,WSB,31,1984
Cedric Maxwell,BOS,31,1984
Mark McNamara,SAS,31,1984
Mike O'Koren,NJN,31,1984
Kurt Rambis,LAL,31,1984
Pete Verhoeven,POR,31,1984
Jay Vincent,DAL,31,1984
Granville Waiters,IND,31,1984
Fred Brown,SEA,32,1984
Howard Carter,DEN,32,1984
Roy Hinson,CLE,32,1984
Magic Johnson,LAL,32,1984
Steve Johnson,CHI,32,1984
Lewis Lloyd,HOU,32,1984
Darrell Lockhart,SAS,32,1984
Kevin McHale,BOS,32,1984
Charles Pittman,PHO,32,1984
Dan Roundfield,ATL,32,1984
DeWayne Scales,WSB,32,1984
Bill Walton,SDC,32,1984
Herb Williams,IND,32,1984
Kareem Abdul-Jabbar,LAL,33,1984
Alvan Adams,PHO,33,1984
Larry Bird,BOS,33,1984
Tom Boswell,UTA,33,1984
Kenny Dennard,DEN,33,1984
Reggie Johnson,NJN,33,1984
Steve Johnson,KCK,33,1984
Clark Kellogg,IND,33,1984
Calvin Natt,POR,33,1984
Jawann Oldham,CHI,33,1984
John Pinone,ATL,33,1984
Robert Reid,HOU,33,1984
Walker Russell,DET,33,1984
Paul Thompson,CLE,33,1984
Elston Turner,DAL,33,1984
Jerome Whitehead,SDC,33,1984
Sam Williams,PHI,33,1984
Ken Austin,DET,34,1984
Kenny Carr,POR,34,1984
Leroy Combs,IND,34,1984
Terry Cummings,SDC,34,1984
Mike Glenn,ATL,34,1984
Dave Greenwood,CHI,34,1984
Clay Johnson,SEA,34,1984
Mike Mitchell,SAS,34,1984
Danny Schayes,DEN,34,1984
Jim Spanarkel,DAL,34,1984
Bill Willoughby,NJN,34,1984
Richard Anderson,DEN,35,1984
Kevin Grevey,MIL,35,1984
Darrell Griffith,UTA,35,1984
Phil Hubbard,CLE,35,1984
Sidney Lowe,IND,35,1984
Dave Robisch,KCK,35,1984
Larry Spriggs,LAL,35,1984
Sly Williams,ATL,35,1984
,,36,1984
,,37,1984
,,38,1984
,,39,1984
Carlos Clark,BOS,40,1984
Dave Corzine,CHI,40,1984
Russell Cross,GSW,40,1984
James Donaldson,SDC,40,1984
Bill Laimbeer,DET,40,1984
Mike McGee,LAL,40,1984
Larry Micheaux,KCK,40,1984
Kurt Nimphius,DAL,40,1984
Steve Stipanovich,IND,40,1984
Marvin Webster,NYK,40,1984
Thurl Bailey,UTA,41,1984
Geoff Crompton,CLE,41,1984
Steve Hayes,SEA,41,1984
Rudy Macklin,NYK,41,1984
Bob Miller,SAS,41,1984
Swen Nater,LAL,41,1984
LaSalle Thompson,KCK,41,1984
Terry Tyler,DET,41,1984
Greg Ballard,WSB,42,1984
Harvey Catchings,MIL,42,1984
Wayne Cooper,POR,42,1984
Pat Cummings,DAL,42,1984
Mike Gminski,NJN,42,1984
Edgar Jones,SAS,42,1984
Wally Walker,HOU,42,1984
Mike Woodson,KCK,42,1984
James Worthy,LAL,42,1984
Gerald Henderson,BOS,43,1984
Mickey Johnson,GSW,43,1984
Jeff Ruland,WSB,43,1984
Jack Sikma,SEA,43,1984
Mychal Thompson,POR,43,1984
Danny Ainge,BOS,44,1984
Quintin Dailey,CHI,44,1984
Len Elmore,NYK,44,1984
George Gervin,SAS,44,1984
Scott Hastings,ATL,44,1984
Elvin Hayes,HOU,44,1984
Dan Issel,DEN,44,1984
Rich Kelley,UTA,44,1984
Rick Mahorn,WSB,44,1984
Paul Mokeski,MIL,44,1984
David Thompson,SEA,44,1984
Paul Westphal,PHO,44,1984
Dave Batton,SAS,45,1984
Randy Breuer,MIL,45,1984
Jeff Cook,CLE,45,1984
Eric Fernsten,NYK,45,1984
Clemon Johnson,PHI,45,1984
Purvis Short,GSW,45,1984
Mark West,DAL,45,1984
Jeff Wilkins,UTA,45,1984
,,46,1984
,,47,1984
,,48,1984
,,49,1984
Greg Kite,BOS,50,1984
Joe Meriweather,KCK,50,1984
Ben Poquette,CLE,50,1984
Ralph Sampson,HOU,50,1984
Reggie King,SEA,51,1984
Jamaal Wilkes,LAL,52,1984
Buck Williams,NJN,52,1984
Darryl Dawkins,NJN,53,1984
Mark Eaton,UTA,53,1984
James Edwards,PHO,53,1984
Artis Gilmore,SAS,53,1984
Cliff Levingston,DET,53,1984
Alton Lister,MIL,53,1984
Kent Benson,DET,54,1984
Wallace Bryant,CHI,54,1984
Mark Landsberger,ATL,54,1984
Tom McMillen,WSB,54,1984
Tom Piotrowski,POR,54,1984
Chris Engler,GSW,55,1984
John Garris,CLE,55,1984
Albert King,NJN,55,1984
Louis Orr,NYK,55,1984
Kiki Vandeweghe,DEN,55,1984
,,56,1984
,,57,1984
,,58,1984
,,59,1984
,,60,1984
,,61,1984
,,62,1984
,,63,1984
,,64,1984
,,65,1984
,,66,1984
,,67,1984
,,68,1984
,,69,1984
,,70,1984
,,71,1984
,,72,1984
,,73,1984
,,74,1984
,,75,1984
,,76,1984
,,77,1984
,,78,1984
,,79,1984
,,80,1984
,,81,1984
,,82,1984
,,83,1984
,,84,1984
,,85,1984
,,86,1984
,,87,1984
,,88,1984
,,89,1984
,,90,1984
,,91,1984
,,92,1984
,,93,1984
,,94,1984
,,95,1984
,,96,1984
,,97,1984
,,98,1984
,,99,1984
Orlando Woolridge,CHI,0,1985
Ken Bannister,NYK,1,1985
Phil Ford,HOU,1,1985
Earl Jones,LAL,1,1985
Wes Matthews,CHI,1,1985
Gus Williams,WSB,1,1985
Junior Bridgeman,LAC,2,1985
Alex English,DEN,2,1985
Ralph Jackson,IND,2,1985
Moses Malone,PHI,2,1985
Kenny Natt,KCK,2,1985
Walker Russell,ATL,2,1985
Rory Sparrow,NYK,2,1985
Dane Suttle,KCK,2,1985
Linton Townes,SAS,2,1985
Craig Ehlo,HOU,3,1985
Dennis Johnson,BOS,3,1985
Eddie Johnson,ATL,3,1985
Ennis Whatley,CHI,3,1985
Guy Williams,WSB,3,1985
Adrian Dantley,UTA,4,1985
Lancaster Gordon,LAC,4,1985
Kyle Macy,PHO,4,1985
Sidney Moncrief,MIL,4,1985
Jim Paxson,POR,4,1985
John Paxson,SAS,4,1985
Clint Richardson,PHI,4,1985
Cliff Robinson,WSB,4,1985
Campy Russell,CLE,4,1985
Byron Scott,LAL,4,1985
Darrell Walker,NYK,4,1985
Al Wood,SEA,4,1985
John Bagley,CLE,5,1985
Jerry Eaves,ATL,5,1985
Mike Evans,DEN,5,1985
John Lucas,HOU,5,1985
Billy Paultz,UTA,5,1985
Lorenzo Romar,MIL,5,1985
Walter Davis,PHO,6,1985
Julius Erving,PHI,6,1985
Paul Thompson,MIL,6,1985
Trent Tucker,NYK,6,1985
Butch Carter,NYK,7,1985
Devin Durrant,IND,7,1985
Kenny Fields,MIL,7,1985
Leo Rautins,ATL,7,1985
Tom Sluby,DAL,7,1985
Peter Thibeaux,GSW,7,1985
Kelly Tripucka,DET,7,1985
Tony Brown,IND,8,1985
Ron Cavenall,NYK,8,1985
Marc Iavaroni,PHI,8,1985
Eddie Johnson,KCK,8,1985
Marques Johnson,LAC,8,1985
Ozell Jones,SAS,8,1985
Hank McDowell,HOU,8,1985
Rick Robey,PHO,8,1985
Lonnie Shelton,CLE,8,1985
Scott Wedman,BOS,8,1985
Lionel Hollins,HOU,9,1985
Sedale Threatt,PHI,9,1985
Otis Birdsong,NJN,10,1985
Ron Brewer,SAS,10,1985
Don Buse,KCK,10,1985
Maurice Cheeks,PHI,10,1985
Mike Dunleavy,MIL,10,1985
Vern Fleming,IND,10,1985
Rod Foster,PHO,10,1985
Butch Graves,CLE,10,1985
Dave Greenwood,CHI,10,1985
Norm Nixon,LAC,10,1985
Robert Smith,CLE,10,1985
Willie White,DEN,10,1985
Randy Wittman,ATL,10,1985
J.J. Anderson,UTA,11,1985
Greg Kelser,IND,11,1985
Bob McAdoo,LAL,11,1985
Fred Roberts,SAS,11,1985
Mike Sanders,PHO,11,1985
Isiah Thomas,DET,11,1985
Othell Wilson,GSW,11,1985
Darwin Cook,NJN,12,1985
Derek Harper,DAL,12,1985
George Johnson,PHI,12,1985
Ronnie Lester,LAL,12,1985
Fat Lever,DEN,12,1985
John Stockton,UTA,12,1985
Kevin Williams,CLE,12,1985
Charles Jones,CHI,13,1985
Larry Smith,GSW,13,1985
Bryan Warrick,LAC,13,1985
Charlie Criss,ATL,14,1985
Franklin Edwards,LAC,14,1985
Dale Ellis,DAL,14,1985
Rickey Green,UTA,14,1985
Kelvin Ransey,NJN,14,1985
Lorenzo Romar,DET,14,1985
Alvin Scott,PHO,14,1985
Jerry Sichting,IND,14,1985
Ricky Sobers,SEA,14,1985
Darnell Valentine,POR,14,1985
Steve Burtt,GSW,15,1985
Brad Davis,DAL,15,1985
Gerald Henderson,SEA,15,1985
Craig Hodges,MIL,15,1985
Michael Holton,PHO,15,1985
Frank Johnson,WSB,15,1985
Vinnie Johnson,DET,15,1985
Mitchell Wiggins,HOU,15,1985
Johnny Davis,CLE,16,1985
,,17,1985
Ernie Grunfeld,NYK,18,1985
Pace Mannion,UTA,18,1985
Kenny Natt,UTA,18,1985
Derek Smith,LAC,18,1985
Jim Thomas,IND,19,1985
James Bailey,NYK,20,1985
Gene Banks,SAS,20,1985
Steve Colter,POR,20,1985
Bill Garnett,IND,20,1985
Stewart Granger,ATL,20,1985
Bob Hansen,UTA,20,1985
Geoff Huston,CLE,20,1985
Maurice Lucas,PHO,20,1985
Ed Nealy,KCK,20,1985
Micheal Ray,NJN,20,1985
Jon Sundvold,SEA,20,1985
Terry Teagle,GSW,20,1985
Elston Turner,DEN,20,1985
Ray Williams,BOS,20,1985
Leon Wood,PHI,20,1985
Michael Cooper,LAL,21,1985
Sleepy Floyd,GSW,21,1985
World B.,CLE,21,1985
Sidney Green,CHI,21,1985
Scooter McCray,SEA,21,1985
Alvin Robertson,SAS,21,1985
Truck Robinson,NYK,21,1985
David Thirdkill,MIL,21,1985
Dominique Wilkins,ATL,21,1985
Eddie Lee,NYK,21,1985
Rolando Blackman,DAL,22,1985
Dudley Bradley,WSB,22,1985
Ron Brewer,NJN,22,1985
Don Collins,WSB,22,1985
John Drew,UTA,22,1985
Larry Drew,KCK,22,1985
Clyde Drexler,POR,22,1985
Rod Higgins,CHI,22,1985
Rodney McCray,HOU,22,1985
Larry Nance,PHO,22,1985
Ricky Pierce,MIL,22,1985
Terry Teagle,DET,22,1985
David Thirdkill,SAS,22,1985
Andrew Toney,PHI,22,1985
Rory White,LAC,22,1985
Michael Wilson,NJN,22,1985
Danny Young,SEA,22,1985
Mike Bratz,GSW,23,1985
Earl Cureton,DET,23,1985
Charles Davis,WSB,23,1985
T.R. Dunn,DEN,23,1985
Charles Jones,WSB,23,1985
Michael Jordan,CHI,23,1985
Danny Vranes,SEA,23,1985
Mark Aguirre,DAL,24,1985
Tom Chambers,SEA,24,1985
Charles Davis,MIL,24,1985
Bill Hanzlik,DEN,24,1985
Jay Humphries,PHO,24,1985
Bobby Jones,PHI,24,1985
Jeff Malone,WSB,24,1985
Audie Norris,POR,24,1985
Reggie Theus,KCK,24,1985
Ron Anderson,CLE,25,1985
Darren Daye,WSB,25,1985
Kenton Edelin,IND,25,1985
Jerome Kersey,POR,25,1985
Billy Knight,SAS,25,1985
Mitch Kupchak,LAL,25,1985
John Long,DET,25,1985
Paul Pressey,MIL,25,1985
Doc Rivers,ATL,25,1985
,,26,1985
,,27,1985
Quinn Buckner,BOS,28,1985
,,29,1985
Cory Blackwell,SEA,30,1985
Sam Bowie,POR,30,1985
M.L. Carr,BOS,30,1985
Bernard King,NYK,30,1985
Allen Leavell,HOU,30,1985
David Pope,KCK,30,1985
Tree Rollins,ATL,30,1985
Rickey Brown,ATL,31,1985
Steve Hayes,PHI,31,1985
Cedric Maxwell,BOS,31,1985
Mark McNamara,SAS,31,1985
Mike O'Koren,NJN,31,1985
Kurt Rambis,LAL,31,1985
Brook Steppe,DET,31,1985
Jay Vincent,DAL,31,1985
Granville Waiters,IND,31,1985
Dale Wilkinson,DET,31,1985
Howard Carter,DAL,32,1985
Lester Conner,GSW,32,1985
Roy Hinson,CLE,32,1985
Marc Iavaroni,SAS,32,1985
Magic Johnson,LAL,32,1985
Steve Johnson,CHI,32,1985
Lewis Lloyd,HOU,32,1985
Kevin McHale,BOS,32,1985
Charles Pittman,PHO,32,1985
Dan Roundfield,DET,32,1985
Tom Sewell,WSB,32,1985
Bill Walton,LAC,32,1985
Herb Williams,IND,32,1985
Kareem Abdul-Jabbar,LAL,33,1985
Alvan Adams,PHO,33,1985
Larry Bird,BOS,33,1985
Antoine Carr,ATL,33,1985
Clark Kellogg,IND,33,1985
Kevin McKenna,NJN,33,1985
Calvin Natt,DEN,33,1985
Jawann Oldham,CHI,33,1985
Robert Reid,HOU,33,1985
Fred Roberts,UTA,33,1985
Bernard Thompson,POR,33,1985
Paul Thompson,CLE,33,1985
Otis Thorpe,KCK,33,1985
Jerome Whitehead,GSW,33,1985
Sam Williams,PHI,33,1985
Charles Barkley,PHI,34,1985
Frank Brickowski,SEA,34,1985
Rick Carlisle,BOS,34,1985
Kenny Carr,POR,34,1985
Terry Cummings,MIL,34,1985
Chris Engler,NJN,34,1985
Mike Glenn,ATL,34,1985
Charles Jones,PHO,34,1985
Tom LaGarde,NJN,34,1985
Sidney Lowe,DET,34,1985
Mike Mitchell,SAS,34,1985
Hakeem Olajuwon,HOU,34,1985
Danny Schayes,DEN,34,1985
Kevin Grevey,MIL,35,1985
Darrell Griffith,UTA,35,1985
Phil Hubbard,CLE,35,1985
Major Jones,DET,35,1985
Mark McNamara,KCK,35,1985
John Schweitz,SEA,35,1985
Larry Spriggs,LAL,35,1985
Jeff Turner,NJN,35,1985
Sly Williams,ATL,35,1985
,,36,1985
,,37,1985
Dale Wilkinson,LAC,38,1985
Caldwell Jones,CHI,39,1985
Carlos Clark,BOS,40,1985
Dave Corzine,CHI,40,1985
James Donaldson,LAC,40,1985
Bill Laimbeer,DET,40,1985
Tim McCormick,SEA,40,1985
Mike McGee,LAL,40,1985
Larry Micheaux,MIL,40,1985
Kurt Nimphius,DAL,40,1985
Steve Stipanovich,IND,40,1985
Pete Verhoeven,KCK,40,1985
Thurl Bailey,UTA,41,1985
Sam Perkins,DAL,41,1985
LaSalle Thompson,KCK,41,1985
Terry Tyler,DET,41,1985
Mark West,CLE,41,1985
Greg Ballard,WSB,42,1985
Harvey Catchings,LAC,42,1985
Wayne Cooper,DEN,42,1985
Pat Cummings,NYK,42,1985
Mike Gminski,NJN,42,1985
Edgar Jones,SAS,42,1985
Kevin Willis,ATL,42,1985
Mike Woodson,KCK,42,1985
James Worthy,LAL,42,1985
George Johnson,NJN,43,1985
Mickey Johnson,GSW,43,1985
Sidney Lowe,ATL,43,1985
Chuck Nevitt,LAL,43,1985
Jim Petersen,HOU,43,1985
Jeff Ruland,WSB,43,1985
Jack Sikma,SEA,43,1985
Terence Stansbury,IND,43,1985
Mychal Thompson,POR,43,1985
Mark West,MIL,43,1985
Michael Young,PHO,43,1985
Danny Ainge,BOS,44,1985
Michael Cage,LAC,44,1985
Quintin Dailey,CHI,44,1985
George Gervin,SAS,44,1985
Scott Hastings,ATL,44,1985
Dan Issel,DEN,44,1985
Edgar Jones,CLE,44,1985
Rich Kelley,UTA,44,1985
Rick Mahorn,WSB,44,1985
Paul Mokeski,MIL,44,1985
Gary Plummer,GSW,44,1985
Wayne Sappleton,NJN,44,1985
Randy Breuer,MIL,45,1985
Jeff Cook,SAS,45,1985
Clemon Johnson,PHI,45,1985
Purvis Short,GSW,45,1985
Jeff Wilkins,UTA,45,1985
Jay Murphy,LAC,46,1985
,,47,1985
,,48,1985
,,49,1985
Chuck Aleksinas,GSW,50,1985
Chris Engler,MIL,50,1985
Greg Kite,BOS,50,1985
Joe Kopicki,DEN,50,1985
Joe Meriweather,KCK,50,1985
Ben Poquette,CLE,50,1985
Ralph Sampson,HOU,50,1985
Tom Scheffler,POR,50,1985
Reggie King,SEA,51,1985
Charlie Sitton,DAL,52,1985
Jamaal Wilkes,LAL,52,1985
Buck Williams,NJN,52,1985
Wallace Bryant,DAL,53,1985
Joe Cooper,SEA,53,1985
Darryl Dawkins,NJN,53,1985
Mark Eaton,UTA,53,1985
James Edwards,PHO,53,1985
Artis Gilmore,SAS,53,1985
Cliff Levingston,ATL,53,1985
Alton Lister,MIL,53,1985
Mark Olberding,KCK,53,1985
Kent Benson,DET,54,1985
Tom McMillen,WSB,54,1985
Melvin Turpin,CLE,54,1985
Stuart Gray,IND,55,1985
Albert King,NJN,55,1985
Louis Orr,NYK,55,1985
Kiki Vandeweghe,POR,55,1985
,,56,1985
,,57,1985
,,58,1985
,,59,1985
,,60,1985
,,61,1985
,,62,1985
,,63,1985
,,64,1985
,,65,1985
,,66,1985
,,67,1985
,,68,1985
,,69,1985
,,70,1985
,,71,1985
,,72,1985
,,73,1985
,,74,1985
,,75,1985
,,76,1985
,,77,1985
,,78,1985
,,79,1985
,,80,1985
,,81,1985
,,82,1985
,,83,1985
,,84,1985
,,85,1985
,,86,1985
,,87,1985
,,88,1985
,,89,1985
,,90,1985
,,91,1985
,,92,1985
,,93,1985
,,94,1985
,,95,1985
,,96,1985
,,97,1985
,,98,1985
,,99,1985
Orlando Woolridge,CHI,0,1986
Ken Bannister,NYK,1,1986
Wes Matthews,SAS,1,1986
Darnell Valentine,LAC,1,1986
Gus Williams,WSB,1,1986
Ray Williams,ATL,1,1986
Junior Bridgeman,LAC,2,1986
Joe Barry,GSW,2,1986
Alex English,DEN,2,1986
Moses Malone,PHI,2,1986
Perry Moss,WSB,2,1986
Rory Sparrow,NYK,2,1986
Ennis Whatley,WSB,2,1986
Craig Ehlo,HOU,3,1986
Ken Green,NYK,3,1986
